Country Name,Country Code,Year,Value
Portugal,PRT,1996,0.549499988555908
Post-demographic dividend,PST,1996,2.16231586699773
Romania,ROU,1996,0.674719989299774
Russian Federation,RUS,1996,0.965919971466064
South Asia,SAS,1996,0.623488637830561
Singapore,SGP,1996,1.31991004943848
Slovak Republic,SVK,1996,0.889630019664764
Slovenia,SVN,1996,1.26472997665405
East Asia & Pacific (IDA & IBRD countries),TEA,1996,0.46194143823194
Europe & Central Asia (IDA & IBRD countries),TEC,1996,0.7583430409168
Thailand,THA,1996,0.119180001318455
South Asia (IDA & IBRD),TSA,1996,0.623488637830561
Trinidad and Tobago,TTO,1996,0.103249996900558
Turkiye,TUR,1996,0.451590001583099
Uruguay,URY,1996,0.265009999275208
United States,USA,1996,2.45012998580933
World,WLD,1996,1.96819874950905
Zambia,ZMB,1996,0.0110400002449751
Argentina,ARG,1997,0.419589996337891
Armenia,ARM,1997,0.186920002102852
Austria,AUT,1997,1.65490996837616
Azerbaijan,AZE,1997,0.369500011205673
Belgium,BEL,1997,1.80971002578735
Burkina Faso,BFA,1997,0.18104000389576
Bulgaria,BGR,1997,0.465479999780655
Belarus,BLR,1997,0.730000019073486
Bermuda,BMU,1997,0.0588500015437603
Bolivia,BOL,1997,0.315770000219345
Canada,CAN,1997,1.61386001110077
Central Europe and the Baltics,CEB,1997,0.75000425618618
China,CHN,1997,0.638729989528656
Costa Rica,CRI,1997,0.29569000005722
Cuba,CUB,1997,0.401719987392426
Czechia,CZE,1997,0.988189995288849
Germany,DEU,1997,2.18831992149353
Denmark,DNK,1997,1.88914000988007
East Asia & Pacific (excluding high income),EAP,1997,0.563686498236213
East Asia & Pacific,EAS,1997,2.26122976877156
Europe & Central Asia (excluding high income),ECA,1997,0.610571006759942
Europe & Central Asia,ECS,1997,1.63645276102668
Ecuador,ECU,1997,0.0626299977302551
"Egypt, Arab Rep.",EGY,1997,0.197559997439384
Euro area,EMU,1997,1.71463861716844
Spain,ESP,1997,0.777809977531433
European Union,EUU,1997,1.73145287024841
Finland,FIN,1997,2.62157988548279
France,FRA,1997,2.14699006080627
United Kingdom,GBR,1997,1.53728997707367
Georgia,GEO,1997,0.342400014400482
Greece,GRC,1997,0.429100006818771
High income,HIC,1997,2.15626630894716
Hungary,HUN,1997,0.698949992656708
India,IND,1997,0.686689972877502
Ireland,IRL,1997,1.2427099943161
Iceland,ISL,1997,1.79807996749878
Israel,ISR,1997,2.70895004272461
Italy,ITA,1997,0.987689971923828
Japan,JPN,1997,2.72177004814148
Kazakhstan,KAZ,1997,0.293370008468628
Kyrgyz Republic,KGZ,1997,0.193900004029274
"Korea, Rep.",KOR,1997,2.24830007553101
Kuwait,KWT,1997,0.205379992723465
Lithuania,LTU,1997,0.536670029163361
Latvia,LVA,1997,0.366270005702972
Moldova,MDA,1997,0.806789994239807
Madagascar,MDG,1997,0.183249995112419
Mexico,MEX,1997,0.264039993286133
North Macedonia,MKD,1997,0.359109997749329
Myanmar,MMR,1997,0.0598499998450279
Mongolia,MNG,1997,0.167860001325607
Mauritius,MUS,1997,0.275290012359619
North America,NAC,1997,2.41514749571817
Nicaragua,NIC,1997,0.0650999993085861
Netherlands,NLD,1997,1.8447699546814
Norway,NOR,1997,1.59350001811981
New Zealand,NZL,1997,1.05648994445801
OECD members,OED,1997,2.13220838252878
Pakistan,PAK,1997,0.15565000474453
Panama,PAN,1997,0.299109995365143
Peru,PER,1997,0.0835999995470047
Poland,POL,1997,0.643149971961975
Portugal,PRT,1997,0.563740015029907
Post-demographic dividend,PST,1997,2.19135943588987
Romania,ROU,1997,0.574509978294373
Russian Federation,RUS,1997,1.04374003410339
South Asia,SAS,1997,0.61737252260491
Singapore,SGP,1997,1.41563999652863
Serbia,SRB,1997,0.709150016307831
Slovak Republic,SVK,1997,1.05107998847961
Slovenia,SVN,1997,1.24643003940582
Sweden,SWE,1997,3.27394008636475
East Asia & Pacific (IDA & IBRD countries),TEA,1997,0.563686498236213
Europe & Central Asia (IDA & IBRD countries),TEC,1997,0.801239309832279
Thailand,THA,1997,0.102140001952648
South Asia (IDA & IBRD),TSA,1997,0.61737252260491
Trinidad and Tobago,TTO,1997,0.115529999136925
Turkiye,TUR,1997,0.49167999625206
Ukraine,UKR,1997,1.19229996204376
Uruguay,URY,1997,0.349940001964569
United States,USA,1997,2.47713994979858
World,WLD,1997,1.96633873301342
South Africa,ZAF,1997,0.526939988136292
Zambia,ZMB,1997,0.0073699997738003
Argentina,ARG,1998,0.411309987306595
Armenia,ARM,1998,0.226009994745255
Australia,AUS,1998,1.51350998878479
Austria,AUT,1998,1.73154997825623
Azerbaijan,AZE,1998,0.421249985694885
Belgium,BEL,1998,1.838250041008
Bulgaria,BGR,1998,0.482230007648468
Belarus,BLR,1998,0.705780029296875
Bolivia,BOL,1998,0.294950008392334
Canada,CAN,1998,1.71051001548767
Central Europe and the Baltics,CEB,1998,0.732533782736859
China,CHN,1998,0.646889984607697
Costa Rica,CRI,1998,0.265260010957718
Cuba,CUB,1998,0.501240015029907
Cyprus,CYP,1998,0.203309997916222
Czechia,CZE,1998,1.06022000312805
Germany,DEU,1998,2.21613001823425
Denmark,DNK,1998,2.00619006156921
East Asia & Pacific (excluding high income),EAP,1998,0.626627043036857
East Asia & Pacific,EAS,1998,2.22870704235192
Europe & Central Asia (excluding high income),ECA,1998,0.463794040809826
Europe & Central Asia,ECS,1998,1.60449872150275
Ecuador,ECU,1998,0.0651699975132942
"Egypt, Arab Rep.",EGY,1998,0.199100002646446
Euro area,EMU,1998,1.74111061785868
Spain,ESP,1998,0.848039984703064
Estonia,EST,1998,0.565010011196136
European Union,EUU,1998,1.69955346918881
Finland,FIN,1998,2.78443002700806
France,FRA,1998,2.09475994110107
United Kingdom,GBR,1998,1.54777002334595
Georgia,GEO,1998,0.353839993476868
High income,HIC,1998,2.16161126586608
"Hong Kong SAR, China",HKG,1998,0.428299993276596
Hungary,HUN,1998,0.657109975814819
India,IND,1998,0.703790009021759
Ireland,IRL,1998,1.20800995826721
Iceland,ISL,1998,1.95098996162415
Israel,ISR,1998,2.81870007514954
Italy,ITA,1998,1.00487005710602
Japan,JPN,1998,2.82745003700256
Kazakhstan,KAZ,1998,0.220390006899834
Kyrgyz Republic,KGZ,1998,0.210639998316765
"Korea, Rep.",KOR,1998,2.11026000976562
Kuwait,KWT,1998,0.257959991693497
St. Lucia,LCA,1998,0.573949992656708
Lithuania,LTU,1998,0.54381000995636
Latvia,LVA,1998,0.379220008850098
Morocco,MAR,1998,0.245820000767708
Madagascar,MDG,1998,0.093800000846386
Mexico,MEX,1998,0.285189986228943
North Macedonia,MKD,1998,0.408419996500015
Myanmar,MMR,1998,0.034170001745224
Mongolia,MNG,1998,0.166429996490479
Mauritius,MUS,1998,0.258309990167618
Malaysia,MYS,1998,0.397890001535416
North America,NAC,1998,2.44483923579886
Netherlands,NLD,1998,1.74205994606018
OECD members,OED,1998,2.1346393237129
Pakistan,PAK,1998,0.109190002083778
Panama,PAN,1998,0.269219994544983
Peru,PER,1998,0.100720003247261
Poland,POL,1998,0.659709990024567
Portugal,PRT,1998,0.624859988689423
Post-demographic dividend,PST,1998,2.19424553384889
Romania,ROU,1998,0.495409995317459
Russian Federation,RUS,1998,0.953830003738403
South Asia,SAS,1998,0.627314253033539
Singapore,SGP,1998,1.73706996440887
El Salvador,SLV,1998,0.0881799980998039
Serbia,SRB,1998,0.753009974956512
Slovak Republic,SVK,1998,0.765410006046295
Slovenia,SVN,1998,1.30515003204346
East Asia & Pacific (IDA & IBRD countries),TEA,1998,0.626627043036857
Europe & Central Asia (IDA & IBRD countries),TEC,1998,0.652403314604858
South Asia (IDA & IBRD),TSA,1998,0.627314253033539
Trinidad and Tobago,TTO,1998,0.127149999141693
Turkiye,TUR,1998,0.361979991197586
Ukraine,UKR,1998,1.06992995738983
Uruguay,URY,1998,0.191860005259514
United States,USA,1998,2.4962100982666
World,WLD,1998,1.97194926457308
Argentina,ARG,1999,0.453370004892349
Armenia,ARM,1999,0.214000001549721
Austria,AUT,1999,1.845370054245
Azerbaijan,AZE,1999,0.392890006303787
Belgium,BEL,1999,1.90565001964569
Bulgaria,BGR,1999,0.536880016326904
Belarus,BLR,1999,0.845229983329773
Bolivia,BOL,1999,0.298359990119934
Canada,CAN,1999,1.74985003471375
Central Europe and the Baltics,CEB,1999,0.737027179082049
China,CHN,1999,0.749629974365234
Costa Rica,CRI,1999,0.367590010166168
Cuba,CUB,1999,0.458319991827011
Cyprus,CYP,1999,0.218060001730919
Czechia,CZE,1999,1.04956996440887
Germany,DEU,1999,2.34779000282288
Denmark,DNK,1999,2.12764000892639
East Asia & Pacific (excluding high income),EAP,1999,0.692634018511726
East Asia & Pacific,EAS,1999,2.29851087735438
Europe & Central Asia (excluding high income),ECA,1999,0.52541032390493
Europe & Central Asia,ECS,1999,1.69843180805892
"Egypt, Arab Rep.",EGY,1999,0.186509996652603
Euro area,EMU,1999,1.76585761409391
Spain,ESP,1999,0.838540017604828
Estonia,EST,1999,0.677079975605011
European Union,EUU,1999,1.78553701893029
Finland,FIN,1999,3.0561900138855
France,FRA,1999,2.10767006874084
United Kingdom,GBR,1999,1.62268996238708
Georgia,GEO,1999,0.287690013647079
Greece,GRC,1999,0.568229973316193
High income,HIC,1999,2.23514962539919
"Hong Kong SAR, China",HKG,1999,0.457670003175735
Croatia,HRV,1999,0.831789970397949
Hungary,HUN,1999,0.671859979629517
India,IND,1999,0.724129974842072
Ireland,IRL,1999,1.15140998363495
Iceland,ISL,1999,2.23505997657776
Israel,ISR,1999,3.22512006759644
Italy,ITA,1999,0.980650007724762
Japan,JPN,1999,2.84671998023987
Kazakhstan,KAZ,1999,0.183829993009567
Kyrgyz Republic,KGZ,1999,0.179920002818108
"Korea, Rep.",KOR,1999,2.01567006111145
Kuwait,KWT,1999,0.197630003094673
St. Lucia,LCA,1999,0.273739993572235
Lithuania,LTU,1999,0.502059996128082
Latvia,LVA,1999,0.351830005645752
Madagascar,MDG,1999,0.0834200009703636
Mexico,MEX,1999,0.327190011739731
North Macedonia,MKD,1999,0.328090012073517
Myanmar,MMR,1999,0.0440599992871284
Mongolia,MNG,1999,0.150159999728203
Mauritius,MUS,1999,0.30595999956131
North America,NAC,1999,2.49138683908303
Netherlands,NLD,1999,1.82281994819641
Norway,NOR,1999,1.60436999797821
New Zealand,NZL,1999,0.963869988918304
OECD members,OED,1999,2.20374271492057
Pakistan,PAK,1999,0.115900002419949
Panama,PAN,1999,0.272049993276596
Peru,PER,1999,0.0984899997711182
Poland,POL,1999,0.6805499792099
Portugal,PRT,1999,0.681209981441498
Post-demographic dividend,PST,1999,2.26263808909447
Romania,ROU,1999,0.398319989442825
Russian Federation,RUS,1999,0.996230006217957
South Asia,SAS,1999,0.650724530217728
Sudan,SDN,1999,0.530070006847382
Singapore,SGP,1999,1.81623995304108
Serbia,SRB,1999,0.946820020675659
Slovak Republic,SVK,1999,0.644749999046326
Slovenia,SVN,1999,1.33687996864319
Sweden,SWE,1999,3.38131999969482
East Asia & Pacific (IDA & IBRD countries),TEA,1999,0.692634018511726
Europe & Central Asia (IDA & IBRD countries),TEC,1999,0.67890177556786
Thailand,THA,1999,0.248359993100166
South Asia (IDA & IBRD),TSA,1999,0.650724530217728
Trinidad and Tobago,TTO,1999,0.122919999063015
Turkiye,TUR,1999,0.455570012331009
Ukraine,UKR,1999,0.96968001127243
Uruguay,URY,1999,0.224169999361038
United States,USA,1999,2.54362010955811
World,WLD,1999,2.04780362245428
Argentina,ARG,2000,0.438840001821518
Armenia,ARM,2000,0.1910600066185
Australia,AUS,2000,1.57197999954224
Austria,AUT,2000,1.88601994514465
Azerbaijan,AZE,2000,0.335999995470047
Belgium,BEL,2000,1.93620002269745
Bulgaria,BGR,2000,0.495169997215271
Belarus,BLR,2000,0.722100019454956
Bolivia,BOL,2000,0.287440001964569
Brazil,BRA,2000,1.04751002788544
Canada,CAN,2000,1.85847997665405
Central Europe and the Baltics,CEB,2000,0.745465406546497
Switzerland,CHE,2000,2.26385998725891
China,CHN,2000,0.893159985542297
Colombia,COL,2000,0.131060004234314
Costa Rica,CRI,2000,0.411350011825562
Cuba,CUB,2000,0.478650003671646
Cyprus,CYP,2000,0.226899996399879
Czechia,CZE,2000,1.10996997356415
Germany,DEU,2000,2.40982007980347
Denmark,DNK,2000,2.18619990348816
East Asia & Pacific (excluding high income),EAP,2000,0.727770581280506
Early-demographic dividend,EAR,2000,0.591919561471571
East Asia & Pacific,EAS,2000,2.23405806438998
Europe & Central Asia (excluding high income),ECA,2000,0.497376720304747
Europe & Central Asia,ECS,2000,1.68284374164374
"Egypt, Arab Rep.",EGY,2000,0.192469999194145
Euro area,EMU,2000,1.80783832508312
Spain,ESP,2000,0.882759988307953
Estonia,EST,2000,0.600000023841858
European Union,EUU,2000,1.76400295875989
Finland,FIN,2000,3.24137997627258
France,FRA,2000,2.09346008300781
United Kingdom,GBR,2000,1.60962998867035
Georgia,GEO,2000,0.215299993753433
High income,HIC,2000,2.29314096675328
"Hong Kong SAR, China",HKG,2000,0.46492999792099
Honduras,HND,2000,0.0445300005376339
Croatia,HRV,2000,1.04250001907349
Hungary,HUN,2000,0.790960013866425
IBRD only,IBD,2000,0.651825962329501
IDA & IBRD total,IBT,2000,0.635694022487076
Indonesia,IDN,2000,0.0676899999380112
India,IND,2000,0.756990015506744
Ireland,IRL,2000,1.08382999897003
Iceland,ISL,2000,2.5720100402832
Israel,ISR,2000,3.82651996612549
Italy,ITA,2000,1.00364005565643
Japan,JPN,2000,2.8584098815918
Kazakhstan,KAZ,2000,0.18104000389576
Kyrgyz Republic,KGZ,2000,0.156369999051094
"Korea, Rep.",KOR,2000,2.12519001960754
Kuwait,KWT,2000,0.12542000412941
Latin America & Caribbean (excluding high income),LAC,2000,0.565050699059824
Latin America & Caribbean,LCN,2000,0.557685503312945
Sri Lanka,LKA,2000,0.143920004367828
Low & middle income,LMY,2000,0.615384213113737
Late-demographic dividend,LTE,2000,0.825398609660577
Lithuania,LTU,2000,0.585529983043671
Luxembourg,LUX,2000,1.58314001560211
Latvia,LVA,2000,0.434830009937286
Madagascar,MDG,2000,0.100319996476173
Mexico,MEX,2000,0.292050004005432
Middle income,MIC,2000,0.616289648640595
North Macedonia,MKD,2000,0.418879985809326
Myanmar,MMR,2000,0.113059997558594
Mongolia,MNG,2000,0.187570005655289
Mauritius,MUS,2000,0.280250012874603
Malaysia,MYS,2000,0.468989998102188
North America,NAC,2000,2.56826138293656
Netherlands,NLD,2000,1.78980004787445
OECD members,OED,2000,2.24743057825763
Pakistan,PAK,2000,0.0953600034117699
Panama,PAN,2000,0.362639993429184
Peru,PER,2000,0.112659998238087
Poland,POL,2000,0.640779972076416
Portugal,PRT,2000,0.721560001373291
Post-demographic dividend,PST,2000,2.32161162349715
Romania,ROU,2000,0.36625999212265
Russian Federation,RUS,2000,1.04982995986938
South Asia,SAS,2000,0.627184096971737
Sudan,SDN,2000,0.472770005464554
Singapore,SGP,2000,1.81699001789093
Serbia,SRB,2000,0.854240000247955
Slovak Republic,SVK,2000,0.638069987297058
Slovenia,SVN,2000,1.35982000827789
East Asia & Pacific (IDA & IBRD countries),TEA,2000,0.727770581280506
Europe & Central Asia (IDA & IBRD countries),TEC,2000,0.696851966891711
Thailand,THA,2000,0.244709998369217
Latin America & the Caribbean (IDA & IBRD countries),TLA,2000,0.558952367262284
South Asia (IDA & IBRD),TSA,2000,0.627184096971737
Trinidad and Tobago,TTO,2000,0.108000002801418
Turkiye,TUR,2000,0.465579986572266
Ukraine,UKR,2000,0.929040014743805
Upper middle income,UMC,2000,0.629686552413493
Uruguay,URY,2000,0.209250003099442
United States,USA,2000,2.61982989311218
Uzbekistan,UZB,2000,0.360630005598068
World,WLD,2000,2.04626164521467
Argentina,ARG,2001,0.424609988927841
Armenia,ARM,2001,0.279870003461838
Austria,AUT,2001,1.99210000038147
Azerbaijan,AZE,2001,0.340009987354279
Belgium,BEL,2001,2.03278994560242
Burkina Faso,BFA,2001,0.168160006403923
Bulgaria,BGR,2001,0.447089999914169
Belarus,BLR,2001,0.708760023117065
Bolivia,BOL,2001,0.293579995632172
Brazil,BRA,2001,1.06198000907898
Canada,CAN,2001,2.02116990089417
Central Europe and the Baltics,CEB,2001,0.749527224054594
China,CHN,2001,0.940330028533936
Colombia,COL,2001,0.13289999961853
Cuba,CUB,2001,0.565299987792969
Cyprus,CYP,2001,0.236939996480942
Czechia,CZE,2001,1.09870994091034
Germany,DEU,2001,2.40437006950378
Denmark,DNK,2001,2.32466006278992
Algeria,DZA,2001,0.212190002202988
East Asia & Pacific (excluding high income),EAP,2001,0.797513104651583
Early-demographic dividend,EAR,2001,0.605184950242663
East Asia & Pacific,EAS,2001,2.28036886788401
Europe & Central Asia (excluding high income),ECA,2001,0.537086391862211
Europe & Central Asia,ECS,2001,1.71920274467563
Ecuador,ECU,2001,0.0544800013303757
Euro area,EMU,2001,1.7966351673702
Spain,ESP,2001,0.888329982757568
Estonia,EST,2001,0.698390007019043
European Union,EUU,2001,1.82297153749705
Finland,FIN,2001,3.19372010231018
France,FRA,2001,2.13804006576538
United Kingdom,GBR,2001,1.59545004367828
Georgia,GEO,2001,0.238480001688004
Greece,GRC,2001,0.559480011463165
Greenland,GRL,2001,0.527409970760345
High income,HIC,2001,2.32425000616892
"Hong Kong SAR, China",HKG,2001,0.536450028419495
Honduras,HND,2001,0.0383399985730648
Croatia,HRV,2001,0.917620003223419
Hungary,HUN,2001,0.913100004196167
IBRD only,IBD,2001,0.675990464911559
IDA & IBRD total,IBT,2001,0.66162108897013
Indonesia,IDN,2001,0.0475599989295006
India,IND,2001,0.735909998416901
Ireland,IRL,2001,1.05193996429443
"Iran, Islamic Rep.",IRN,2001,0.502179980278015
Iceland,ISL,2001,2.83989000320435
Israel,ISR,2001,4.06440019607544
Italy,ITA,2001,1.04069995880127
Jamaica,JAM,2001,0.049100000411272
Japan,JPN,2001,2.92348003387451
Kazakhstan,KAZ,2001,0.220090001821518
Kyrgyz Republic,KGZ,2001,0.171890005469322
"Korea, Rep.",KOR,2001,2.2786500453949
Kuwait,KWT,2001,0.1788399964571
Latin America & Caribbean (excluding high income),LAC,2001,0.53430838864632
Latin America & Caribbean,LCN,2001,0.531166093691769
Low & middle income,LMY,2001,0.633097679486201
Late-demographic dividend,LTE,2001,0.873737888875672
Lithuania,LTU,2001,0.667620003223419
Latvia,LVA,2001,0.402630001306534
"Macao SAR, China",MAC,2001,0.0622400008141994
Morocco,MAR,2001,0.546299993991852
Madagascar,MDG,2001,0.181749999523163
Mexico,MEX,2001,0.308149993419647
Middle income,MIC,2001,0.634776871661159
North Macedonia,MKD,2001,0.293099999427795
Myanmar,MMR,2001,0.0714399963617325
Mongolia,MNG,2001,0.2674899995327
Mauritius,MUS,2001,0.357749998569489
North America,NAC,2001,2.59694143681024
Netherlands,NLD,2001,1.79609000682831
Norway,NOR,2001,1.56019997596741
New Zealand,NZL,2001,1.10028994083405
OECD members,OED,2001,2.27905482404154
Pakistan,PAK,2001,0.124080002307892
Panama,PAN,2001,0.360740005970001
Peru,PER,2001,0.110959999263287
Poland,POL,2001,0.6215900182724
Portugal,PRT,2001,0.764819979667664
Paraguay,PRY,2001,0.066990002989769
Post-demographic dividend,PST,2001,2.35373173458369
Romania,ROU,2001,0.391290009021759
Russian Federation,RUS,2001,1.17693996429443
South Asia,SAS,2001,0.633887931120161
Sudan,SDN,2001,0.374830007553101
Singapore,SGP,2001,2.00929999351501
Serbia,SRB,2001,0.304010003805161
Slovak Republic,SVK,2001,0.624650001525879
Slovenia,SVN,2001,1.46766996383667
Sweden,SWE,2001,3.87380003929138
Seychelles,SYC,2001,0.399679988622665
East Asia & Pacific (IDA & IBRD countries),TEA,2001,0.797513104651583
Europe & Central Asia (IDA & IBRD countries),TEC,2001,0.77646146913994
Thailand,THA,2001,0.252310007810593
Tajikistan,TJK,2001,0.0895299986004829
Latin America & the Caribbean (IDA & IBRD countries),TLA,2001,0.53058251558574
South Asia (IDA & IBRD),TSA,2001,0.633887931120161
Trinidad and Tobago,TTO,2001,0.104170002043247
Turkiye,TUR,2001,0.522469997406006
Ukraine,UKR,2001,0.989440023899078
Upper middle income,UMC,2001,0.63965055974597
United States,USA,2001,2.63715004920959
Uzbekistan,UZB,2001,0.345440000295639
St. Vincent and the Grenadines,VCT,2001,0.0400799997150898
World,WLD,2001,2.06365090661568
South Africa,ZAF,2001,0.642239987850189
Argentina,ARG,2002,0.388859987258911
Armenia,ARM,2002,0.252550005912781
Australia,AUS,2002,1.74653995037079
Austria,AUT,2002,2.06597995758057
Azerbaijan,AZE,2002,0.301550000905991
Belgium,BEL,2002,1.90324997901917
Burkina Faso,BFA,2002,0.301109999418259
Bulgaria,BGR,2002,0.464729994535446
Belarus,BLR,2002,0.620899975299835
Bolivia,BOL,2002,0.276630014181137
Brazil,BRA,2002,1.0096800327301
Brunei Darussalam,BRN,2002,0.0159200001507998
Canada,CAN,2002,1.97170996665955
Central Europe and the Baltics,CEB,2002,0.738582685500012
China,CHN,2002,1.05786001682281
Colombia,COL,2002,0.155589997768402
Cuba,CUB,2002,0.564450025558472
Cyprus,CYP,2002,0.279670000076294
Czechia,CZE,2002,1.09818994998932
Germany,DEU,2002,2.4362199306488
Denmark,DNK,2002,2.44145011901855
Algeria,DZA,2002,0.338070005178452
East Asia & Pacific (excluding high income),EAP,2002,0.908988452147296
Early-demographic dividend,EAR,2002,0.622070820505075
East Asia & Pacific,EAS,2002,2.24601927639643
Europe & Central Asia (excluding high income),ECA,2002,0.537353383176565
Europe & Central Asia,ECS,2002,1.69571999809866
Ecuador,ECU,2002,0.0584000013768673
Euro area,EMU,2002,1.8372660465175
Spain,ESP,2002,0.959710001945496
Estonia,EST,2002,0.712029993534088
European Union,EUU,2002,1.79075483546462
Finland,FIN,2002,3.25307989120483
France,FRA,2002,2.17448997497559
United Kingdom,GBR,2002,1.6138299703598
Georgia,GEO,2002,0.185739994049072
Greenland,GRL,2002,0.556280016899109
High income,HIC,2002,2.26529243921587
"Hong Kong SAR, China",HKG,2002,0.581470012664795
Honduras,HND,2002,0.0418099984526634
Croatia,HRV,2002,0.940869987010956
Hungary,HUN,2002,0.983550012111664
IBRD only,IBD,2002,0.724808329278568
IDA & IBRD total,IBT,2002,0.706854473102282
India,IND,2002,0.725669980049133
Ireland,IRL,2002,1.05575001239777
"Iran, Islamic Rep.",IRN,2002,0.495579987764359
Iceland,ISL,2002,2.82119989395142
Israel,ISR,2002,4.00063991546631
Italy,ITA,2002,1.08124005794525
Jamaica,JAM,2002,0.0609599985182285
Jordan,JOR,2002,0.336890012025833
Japan,JPN,2002,2.96514010429382
Kazakhstan,KAZ,2002,0.255089998245239
Kyrgyz Republic,KGZ,2002,0.198100000619888
Cambodia,KHM,2002,0.0498000010848045
"Korea, Rep.",KOR,2002,2.20774006843567
Kuwait,KWT,2002,0.180010005831718
Latin America & Caribbean (excluding high income),LAC,2002,0.522034943637181
Lao PDR,LAO,2002,0.0370999984443188
Latin America & Caribbean,LCN,2002,0.515499335492238
Lower middle income,LMC,2002,0.5244685340613
Low & middle income,LMY,2002,0.679442701517176
Lesotho,LSO,2002,0.0418500006198883
Late-demographic dividend,LTE,2002,0.897324742017502
Lithuania,LTU,2002,0.657549977302551
Latvia,LVA,2002,0.408430010080338
"Macao SAR, China",MAC,2002,0.0695699974894524
Morocco,MAR,2002,0.471789985895157
Madagascar,MDG,2002,0.201729997992516
Mexico,MEX,2002,0.337449997663498
Middle income,MIC,2002,0.682429540428372
North Macedonia,MKD,2002,0.244609996676445
Malta,MLT,2002,0.250200003385544
Myanmar,MMR,2002,0.162159994244576
Mongolia,MNG,2002,0.251729995012283
Mozambique,MOZ,2002,0.355980008840561
Mauritius,MUS,2002,0.363169997930527
Malaysia,MYS,2002,0.652540028095245
North America,NAC,2002,2.50998681377908
Nicaragua,NIC,2002,0.0349299982190132
Netherlands,NLD,2002,1.74542999267578
Norway,NOR,2002,1.62644994258881
OECD members,OED,2002,2.22335433610423
Other small states,OSS,2002,0.853328687602928
Pakistan,PAK,2002,0.16227999329567
Panama,PAN,2002,0.342200011014938
Peru,PER,2002,0.106140002608299
Philippines,PHL,2002,0.132630005478859
Poland,POL,2002,0.556749999523163
Portugal,PRT,2002,0.721830010414124
Paraguay,PRY,2002,0.0749299973249435
Post-demographic dividend,PST,2002,2.29787796363282
Romania,ROU,2002,0.37720999121666
Russian Federation,RUS,2002,1.24652004241943
South Asia,SAS,2002,0.635651397753522
Sudan,SDN,2002,0.322470009326935
Singapore,SGP,2002,2.03281998634338
Serbia,SRB,2002,0.639680027961731
Slovak Republic,SVK,2002,0.563139975070953
Slovenia,SVN,2002,1.44324994087219
Seychelles,SYC,2002,0.382600009441376
East Asia & Pacific (IDA & IBRD countries),TEA,2002,0.908988452147296
Europe & Central Asia (IDA & IBRD countries),TEC,2002,0.787376781097214
Thailand,THA,2002,0.23055000603199
Tajikistan,TJK,2002,0.0706799998879433
Latin America & the Caribbean (IDA & IBRD countries),TLA,2002,0.515392522979599
South Asia (IDA & IBRD),TSA,2002,0.635651397753522
Trinidad and Tobago,TTO,2002,0.131779998540878
Tunisia,TUN,2002,0.543020009994507
Turkiye,TUR,2002,0.509039998054504
Uganda,UGA,2002,0.367559999227524
Ukraine,UKR,2002,0.962689995765686
Upper middle income,UMC,2002,0.717329436232441
Uruguay,URY,2002,0.238179996609688
United States,USA,2002,2.54745006561279
Uzbekistan,UZB,2002,0.293559998273849
St. Vincent and the Grenadines,VCT,2002,0.113899998366833
Virgin Islands (U.S.),VIR,2002,0.0661699995398521
Viet Nam,VNM,2002,0.192729994654655
